id,decade,year,date,word,speaker,party,sentence,llm_label,annotator_1,annotator_2,adjudicated_label,notes
1901-cc39bb-000,1900,1901,1901-01-01,freedom,Unknown,,"Freedom of Contract, Interference with, alleged [110] 888, 890, 891, 894, 901.",negative_liberty,,,,
1901-dbd2c8-008,1900,1901,1901-01-01,freedom,"DR. MACNAMARA (Camberwell, N.)",,""" There was no educational freedom in poverty.",positive_liberty,,,,
1903-17c0bc-010,1900,1903,1903-01-01,freedom,THR LORD ARCHBISHOP OF CANTERBURY,,"there are regulations of a kind, but, as regards retail selling, there is almost absolute freedom;",negative_liberty,,,,
1903-188c9b-009,1900,1903,1903-01-01,freedom,MR. GIBSON BOWLES,,"and their suggestion that the Government on previous occasions had rejected their appeals to allow their followers freedom
 644 
of action made their present complaint doubly ungrateful.",negative_liberty,,,,
1904-4c6cfb-003,1900,1904,1904-01-01,liberty,THE LORD PRESIDENT OF THE COUNCIL (The Earl of CREWE),,"The only difference between this Amendment and the noble Lord's Amendment consists in this, that the titles ""pharmaceutical chemist"" and ""pharmacist"" are reserved to the actual chemist, but companies are at liberty to use the description ""chemist and druggist"" or ""chemist"" or ""druggist.",other,,,,
1904-89e8d6-056,1900,1904,1904-01-01,liberty,THE EARL OF HALSBURY,,It is always a popular thing to refer to the principles of liberty.,other,,,,
1904-a5d866-006,1900,1904,1904-01-01,freedom,"MR. PERKS  (Lincolnshire, South)",,"They were perfectly willing, while holding this position of perfect freedom, to trust to the justice of the local authority, and they knew they would deal far more fairly with them if they enjoyed this position of liberty.",positive_liberty,,,,
1905-88726f-029,1900,1905,1905-01-01,freedom,*MR. GLADSTONE,,"They did not wish to interfere with anybody's freedom, but they wished to stop the weaker brother and women and children from ruining themselves.",ambiguous,,,,
1905-f933fe-096,1900,1905,1905-01-01,freedom,*MR. MOLTENO  (Dumfriesshire),,"It exists in the beneficial operations of those British institutions which link the utmost development of freedom and civilisation with the staple authority of an hereditary monarchy and which, if rightly organised and fully administered in the Colonies as in Great Britain, would render a change of institutions only an additionel evil in the loss of the protection and commerce of the British Empire.",ambiguous,,,,
1905-ccda67-014,1900,1905,1905-01-01,freedom,EARL FORTESCUE,,"It is important, therefore, that the clause relating to freedom of cropping should be carefully scrutinised when it comes before your Lordships in Committee, and I hope the noble Earl in charge of the Bill will be prepared to accept an Amendment limiting that freedom to what is consistent with good husbandry.",negative_liberty,,,,
1905-7022cf-077,1900,1905,1905-01-01,liberty,*LORD HARRIS,,"I hope, however, that the noble Earl will have nothing to conceal on this occasion, but will tell us what the Transvaal Government think of the proceedings which I have taken the liberty of bringing to your Lordships' notice to-night.",other,,,,
1905-ef5cd3-010,1900,1905,1905-01-01,liberty,MR. SEARS,,"The prospectus issued in 1900 is not before the Board of Inland Revenue, but in any case they are not at liberty to discuss Returns of Income Tax under Schedule D with persons not directly concerned with the Returns.",other,,,,
1905-d3d5b1-024,1900,1905,1905-01-01,liberty,*THE LORD BISHOP OF HERE-FORD,,"The radically defective part of those Amendments, as he understood the matter, was that they proposed that parents should be at liberty to take their children away from school during the hours of religious instruction, provided they showed that they were receiving religious instruction elsewhere.",positive_liberty,,,,
1906-120c97-024,1900,1906,1906-01-01,freedom,"MR. LAMBTON  (Durham, S.E.)",,Members above the gangway on the Opposition side of the House were always opposed to freedom was hardly worthy of the hon.,ambiguous,,,,
1906-71e71d-134,1900,1906,1906-01-01,liberty,"*MR. CHARLES McARTHUR  (Liverpool, Kirkdale)",,By Clause 5 the bishop of the diocese is to be at liberty to associate himself with the Commissioners as an unpaid Commissioner in respect of any church that may be complained against in his diocese.,positive_liberty,,,,
1906-e287a8-104,1900,1906,1906-01-01,liberty,"MR. F. E. SMITH  (Liverpool, Walton)",,"Before that Declaration was
 
 1135 
agreed to a belligerent was at liberty not only to destroy the merchant vessels of the enemy, but also to detain the vessels of neutrals which contained the enemy's goods, and to seize these goods.",positive_liberty,,,,
1907-92f9ec-022,1900,1907,1907-01-01,freedom,"*MR. CAVE  (Surrey, Kingston)",,"The proposal could not be defended on the ground of restoring freedom to the local Benches, because although they would be taken from the control of the Quarter Sessions they would be put under the control of the Licensing Commission.",ambiguous,,,,
1907-5dcbb4-001,1900,1907,1907-01-01,liberty,LORD ASHBOURNE,,"Both Houses have agreed to the clause down to a particular point, and we are only at liberty now to deal with this Amendment.",other,,,,
1919-02-04-bf4757-001,1910,1919,1919-02-04,liberty,Mr. CLEMENT EDWARDS,,You have a large spirit of liberty.,ambiguous,,,,
1919-02-13-fa0c09-059,1910,1919,1919-02-13,freedom,Mr. SIMM,,""" They all want to go back to the larger freedom that the Colonies give them.",ambiguous,,,,
1919-02-27-565abb-033,1910,1919,1919-02-27,freedom,Mr. MACQUISTEN,,I am all in favour of giving entire freedom.,ambiguous,,,,
1919-10-31-875035-007,1910,1919,1919-10-31,liberty,Mr. SEDDON,,I believe policemen should be given the fullest liberty of association and opportunity for dealing with any complaints or grievances they may have.,ambiguous,,,,
1919-11-10-748b6e-040,1910,1919,1919-11-10,freedom,Mr. CLYNES,,"I know there is a good deal of freedom in it, but when it is coupled with the process and procedure of inquiry, there are elements of compulsion which I am sure the right hon.",ambiguous,,,,
1919-11-21-dc4f0a-106,1910,1919,1919-11-21,liberty,Mr. CHARLES EDWARDS,,"First, I would give more liberty to local authorities by interfering less.",ambiguous,,,,
1919-02-18-0a42ec-069,1910,1919,1919-02-18,liberty,Lord HUGH CECIL,,"One is the selection of Amendments, and there again I think the Government are right in supposing that this is the least invidious way of interfering with the liberty of Members of Parliament in criticising a Bill.",negative_liberty,,,,
1919-03-31-3cc8a6-000,1910,1919,1919-03-31,freedom,Mr. MACQUISTEN,,"War is the absolute denial of equity or justice or freedom, or
anything which we all love.",negative_liberty,,,,
1919-07-28-1368c6-043,1910,1919,1919-07-28,liberty,Mr. WALLACE,,"One paragraph reads as follows:
 We are of opinion that agreements restraining the liberty of the individual to buy or use the machines of other makers should be declared illegal, and any attempt by promise of bones or imposition of penalty to arrive at such a monopoly should equally be illegal.",negative_liberty,,,,
1919-07-30-51153b-017,1910,1919,1919-07-30,liberty,Lord H. CAVENDISH-BENTINCK,,"They really have believed that we fought this War for liberty, and for the weak and small nations.",negative_liberty,,,,
1919-08-07-b6caac-016,1910,1919,1919-08-07,liberty,Mr. O'CONNOR,,"When they are assured by men like myself, who have lived fifty years among the English people in amity and affection, that the masses of the British people are honourable, fair-minded, generous, and liberty-loving;",negative_liberty,,,,
1919-08-13-7e1b13-021,1910,1919,1919-08-13,liberty,Sir E. WILD,,The whole tradition of Parliament is the liberty of the subject.,negative_liberty,,,,
1919-03-27-092621-003,1910,1919,1919-03-27,liberty,The UNDER-SECRETARY of STATE for FOREIGN AFFAIRS,,It is so difficult to speak on one side or the other that often already I have taken the liberty of asking some of my hon.,other,,,,
1919-06-24-509f10-089,1910,1919,1919-06-24,liberty,Mr. ROSE,,"I know more than I feel at liberty to say to-night, because, as a matter of fact, I am a member of a Committee on public expenditure, and until certain matters are reported upon I do not think it would be quite within my province to make any statement concerning them.",other,,,,
1919-08-06-2ab370-026,1910,1919,1919-08-06,freedom,Mr. J. JONES,,"These great generals have had honours showered upon them and have received the freedom of all the great cities of the Kingdom, they have been thanked by both Houses of Parliament, they have behind them the salaries they have received and in front of them the possibility of pensions.",other,,,,
1919-12-11-016ff6-000,1910,1919,1919-12-11,liberty,Mr. LEWIS,,"I am quite ready to accept the Amendment on the understanding that those in charge of the Bill are at liberty to put it, perhaps, in a slightly altered form.",other,,,,
1919-12-16-64eadb-023,1910,1919,1919-12-16,liberty,Mr. JELLETT,,"I take the liberty of saying that the interests of Ireland are as dear to me as to any Gentleman on the opposite benches, but I take a different
view of what are the real interests of Ireland from what they do.",other,,,,
1919-12-16-7dd6ce-006,1910,1919,1919-12-16,liberty,Mr. JELLETT,,"I have heard the word ""liberty"" mentioned more than once tonight.",other,,,,
1919-03-20-cccfeb-012,1910,1919,1919-03-20,freedom,Colonel WEDGWOOD,,Our greatest success in this War has been due to the fact that we gave freedom to South Africa.,positive_liberty,,,,
1919-04-03-5cc392-038,1910,1919,1919-04-03,freedom,Mr. CLYNES,,""" To very large masses of the working population the position presents itself in the light of our going to very remote parts of the world to give the blessings of freedom and self-government, whilst we deny them to our near neighbour from whom we received very practical and substantial help during the course of the War.",positive_liberty,,,,
1919-04-03-eb5219-005,1910,1919,1919-04-03,freedom,Mr. McNEILL,,"I would suggest to them, would it not be well to give cur movement a fair chance, to allow us to have an Irish Parliament which will give our people all authority over the police and the justiciary, and when equipped with comparative freedom then would be the time for those who think we should destroy the last link that binds us to England to operate by whatever means we think best to achieve that great and desirable end.",positive_liberty,,,,
1919-05-09-99b1bf-006,1910,1919,1919-05-09,liberty,Mr. DEVLIN,,"If they have the liberty to do that, they have the liberty to withhold it, and from what I know of the Belfast Corporation I say that Catholic children and Catholic teachers, if there ever were Catholic teachers in these schools, would not have that opportunity given to them.",positive_liberty,,,,
1919-07-21-9ee0b4-004,1910,1919,1919-07-21,liberty,Mr. O'CONNOR,,Member for Duncairn in speaking for a minority was to prevent the grant of liberty to the majority.,positive_liberty,,,,
1919-11-26-b44d86-019,1910,1919,1919-11-26,liberty,Sir E. POLLOCK,,It was pointed out that in the case of a woman it might be very necessary to give them the liberty to be excused in certain circumstances.,positive_liberty,,,,
1920-07-13-0bb58c-004,1920,1920,1920-07-13,liberty,Mr. BALDWIN,,"Friend wish to carry this matter to a Division now, of course he is at liberty to do so;",other,,,,
1921-06-15-863d81-000,1920,1921,1921-06-15,freedom,Mr. KIDD,,"They may take an entirely false view of the value of their services, but, looking to the large wage they enjoyed then, and looking, above all, to the freedom they enjoyed together with that large wage, these factors sufficiently explain why domestic service to-day is not so congenial and attractive as it was in other days.",ambiguous,,,,
1922-03-08-07a2c7-092,1920,1922,1922-03-08,freedom,Mr. R. McNEILL,,"In other words, he entirely repudiates the idea that they get the freedom which they require under this Treaty, but it gives them the means of getting it later on.",ambiguous,,,,
1922-06-13-6780f9-067,1920,1922,1922-06-13,freedom,Mr. TREVELYAN THOMSON,,"I say, you allow this appalling overcrowding to continue, and children to grow up, with impoverished health and unable to get the necessary freedom and fresh air, to produce a decent manhood and a decent womanhood, you are piling up for the State a legacy of certain ill-health for which you will have to pay dearly in the future.",ambiguous,,,,
1922-03-06-4a9da5-020,1920,1922,1922-03-06,freedom,Mr. DEVLIN,,Their aspirations for liberty were an outrage upon what he conceived to be freedom.,negative_liberty,,,,
1922-02-15-b0f3e2-011,1920,1922,1922-02-15,freedom,Mr. CLYNES,,"I think it will become commonly known in the constituencies that no matter what individual initiative a Member may display, no matter how full of honesty of purpose and of anxiety to serve his constituents, when he comes here he is
simply fixed as a small item in the general mosaic of Government purpose, and that he is totally deprived of any kind of individual freedom as representing his constituency.",positive_liberty,,,,
1922-06-19-8fd1fe-028,1920,1922,1922-06-19,freedom,Mr. FOOT,,"Amendment was carried—and whether we agreed with it or not we should all, I think, approve the right of this House to govern entirely our own taxation—the mischief would be that we should wipe out at once the main part of our system of Colonial Preference, and the argument against Colonial Preference as established in this country now is that it deprives this House of its proper freedom and of the power of deciding what taxation there shall be upon one commodity or another.",positive_liberty,,,,
1922-11-29-5c2672-045,1920,1922,1922-11-29,freedom,Mr. THOMSON,,"We want more freedom and elasticity, and I suggest that local authorities should have a more free hand than they have had in the past, and should be allowed to work out their own salvation.",positive_liberty,,,,
1923-07-16-367c65-013,1920,1923,1923-07-16,freedom,Mr. BRIGGS,,One of the first principles of happiness is freedom.,ambiguous,,,,
1923-03-09-bda389-025,1920,1923,1923-03-09,freedom,Mr. GALBRAITH,,"Members who support this Measure have no desire to place unfair burdens upon a, very deserving class of the community, and as regards that point, too, I reserve to myself full freedom when the Bill is in Committee.",positive_liberty,,,,
1924-10-08-ff76e4-011,1920,1924,1924-10-08,freedom,Mr. ASQUITH,,"I observe that there was greater freedom, at any rate, a warmer temperature in the atmosphere in which he found himself yesterday.",other,,,,
1925-11-20-5d1595-025,1920,1925,1925-11-20,liberty,Sir H. SLESSER,,"In the good old days, when people were more careful than they are now about the liberty of the subject, they would never have tolerated this sort of thing, and I ask the House to reject the Clause on the ground that, just like the Clauses which we have cither forced the Government to drop or on which we have defeated the Government when they have tried to carry them through, this Clause is a most dangerous invasion of the liberty of the subject.",negative_liberty,,,,
1926-07-05-dd3f07-106,1920,1926,1926-07-05,liberty,Sir H. SLESSER,,I appeal to the Home Secretary to say that while certain Regulations for controlling the price of coal may be necessary these Regulations which deal with liberty of opinion and speech and movement are now unnecessary and need not be repeated.,negative_liberty,,,,
1926-02-18-99fb57-035,1920,1926,1926-02-18,liberty,Mr. AMERY,,"The League has asked us to continue our policy of granting large liberty in cultural matters to the Kurdish popu-
lation.",positive_liberty,,,,
1927-02-08-583dec-005,1920,1927,1927-02-08,freedom,Mr. HARDIE,,Where is the freedom?,ambiguous,,,,
1927-05-02-0a182e-050,1920,1927,1927-05-02,liberty,Mr. HARNEY,,That is individual liberty.,ambiguous,,,,
1927-05-30-3e1f66-008,1920,1927,1927-05-30,liberty,Mr. SNELL,,"That is a point to which we on this side attach a great deal of importance, for it would appear not only is the Government acting as the Government of the day, ordering the general business of the nation, but as the employer of these people it is taking the harsh employers' view of the liberty of the men whom it employs.",negative_liberty,,,,
1927-06-23-e91eb9-019,1920,1927,1927-06-23,freedom,Colonel WEDGWOOD,,"the struggle for political freedom, won by the sword and in this House;",negative_liberty,,,,
1928-04-25-bd4bd0-043,1920,1928,1928-04-25,freedom,Sir A. MOND,,"I will leave it at that, with the hope that when we see the Bill we shall give ourselves as much freedom as the Federal Reserves Banks.",negative_liberty,,,,
1928-06-25-080698-002,1920,1928,1928-06-25,liberty,Mr. WARDLAW-MILNE,,He is quite at liberty to do it or not.,other,,,,
1928-12-19-ea67f1-000,1920,1928,1928-12-19,liberty,Unknown,,"In page 40, line 36, at end, insert the words ""and every such council shall be at liberty to make representations thereon to the Minister.",other,,,,
1929-10-30-c627d8-080,1920,1929,1929-10-30,freedom,Mr. WISE,,"I am in a position of greater freedom than the Minister on the Front Bench in dealing with remedies, but it is well known to the House that proposals have been made in Labour reports on this subject, and I want to submit to the House that those proposals are the only practicable business methods of dealing with the situation, whatever may be their political implications, which have been put forward.",error,,,,
1929-03-07-36dda4-054,1920,1929,1929-03-07,freedom,Mr. BUCHANAN,,"He is going down there to accept the freedom, and he ought to do something worthy of that great honour.",other,,,,
1929-03-26-5502b6-001,1920,1929,1929-03-26,liberty,Unknown,,You are at liberty to make such use of this letter as you may think fit at the pro-nosed meetings of the shareholders.,other,,,,
1929-12-18-fa83b0-012,1920,1929,1929-12-18,freedom,Mr. THURTLE,,"As against this idea that India may have to wait 100 years or 10 generations
for her freedom, I want to urge that there is no reason at all why India should not get her freedom within a comparatively short space of time.",positive_liberty,,,,
1930-11-28-1faefe-002,1930,1930,1930-11-28,liberty,Viscountess ASTOR,,"MEMBER: ""In the name of Liberty.",ambiguous,,,,
1930-06-26-c44a27-001,1930,1930,1930-06-26,liberty,The DEPUTY-CHAIRMAN,,I am quite prepared to allow as much liberty as I can to the hon.,other,,,,
1930-02-13-4fd70e-000,1930,1930,1930-02-13,freedom,Mr. E. D. SIMON,,asked the Minister of Health in view of the increased freedom which is to be granted to local authorities when the Local Government Act.,positive_liberty,,,,
1931-11-10-487f58-023,1930,1931,1931-11-10,freedom,Mr. FLINT,,"In that new spirit of freedom the Economic Conference is to meet again, and we may hope that in that spirit new ties will be formed, for their loyalty is undoubted.",ambiguous,,,,
1931-01-26-af03e0-088,1930,1931,1931-01-26,freedom,Mr. BROCKWAY,,History will give us greater honour if we pursue this as our object and our goal than if we pursue the alternative policy of seeking to repress people who have seen freedom and who desire freedom.,negative_liberty,,,,
1931-07-09-b544cc-190,1930,1931,1931-07-09,freedom,Earl WINTERTON,,"The Secretary of State, helped by the methods of attack of some rather unskilful critics, perhaps even on this side of the House as well, has tried to mix up this matter of India's fiscal freedom with the question of the steps that have been taken by successive Governments in India to encourage the production and consumption of Indian goods.",negative_liberty,,,,
1932-02-08-bfcb66-076,1930,1932,1932-02-08,freedom,Mr. JONES,,"In such circumstances as these, by resignation they will not only regain that freedom which they desire, but they will add to the respect of the electors for the Government of this land.",negative_liberty,,,,
1933-03-07-2c8e58-054,1930,1933,1933-03-07,liberty,Sir STAFFORD CRIPPS,,It has to do with one of the great basic conceptions of our constitutional liberty.,ambiguous,,,,
1933-04-13-7a6f20-080,1930,1933,1933-04-13,liberty,Major NATHAN,,"Let Germany show a response to the public opinion of the world, and let her enshrine liberty firmly in her own country.",positive_liberty,,,,
1934-11-06-4da55e-009,1930,1934,1934-11-06,liberty,Captain ARTHUR EVANS,,I believe in liberty.,ambiguous,,,,
1934-03-15-f85c68-013,1930,1934,1934-03-15,liberty,Mr. COOPER,,"Next year should we ask the House to Vote more money, the House will be at liberty to turn it down.",other,,,,
1934-03-23-0fe812-015,1930,1934,1934-03-23,freedom,Mr. BURNETT,,I received a pamphlet a day or two ago from a society which calls itself the Freedom Association.,other,,,,
1934-12-11-bb203b-007,1930,1934,1934-12-11,freedom,Mr. RHYS DAVIES,,"Indeed, many people, not only in
India but in this country, have sacrificed a great deal to try to secure for the Indian people greater freedom than they now possess.",positive_liberty,,,,
1935-04-02-160a75-001,1930,1935,1935-04-02,liberty,Miss RATHBONE,,Gentleman say whether there is any evidence of serious sedition in the Gold Coast or Nigeria which makes such drastic restrictions on the liberty of the Press necessary?,negative_liberty,,,,
1935-02-28-774ba8-011,1930,1935,1935-02-28,liberty,Mr. CHURCHILL,,"I took the liberty of borrowing—I had almost said of purloining—his actual copy in order to refresh my own memory, and I have my hon.",other,,,,
1936-06-17-3e70c7-001,1930,1936,1936-06-17,liberty,Sir S. HOARE,,"Men who have served as naval ratings are at liberty to enlist in the Territorial Army with the exception of those who, as naval pensioners or naval reservists, will be required in an emergency for service in the Navy.",other,,,,
1936-02-26-50628d-001,1930,1936,1936-02-26,freedom,Sir K. WOOD,,Gentleman ought to have the freedom of the City.,positive_liberty,,,,
1937-07-20-3ec7c4-008,1930,1937,1937-07-20,freedom,Mr. Benn,,""" He wants complete freedom, and the hon.",ambiguous,,,,
1937-05-05-441d98-137,1930,1937,1937-05-05,liberty,Mr. Attlee,,There are in other parts of the world people who now attack liberty and profess to despise it.,negative_liberty,,,,
1937-05-31-054bd1-021,1930,1937,1937-05-31,liberty,Sir J. Simon,,"If the taxpayer in some cases thinks he should get an even higher figure, he will be at liberty to apply for it.",other,,,,
1937-04-12-2dd858-028,1930,1937,1937-04-12,freedom,Captain Balfour,,"Bearing in mind the theoretical freedom of the Crown to send for whomsoever it likes, but usually for the Leader of the Opposition, to form a Government in the event of the defeat of the Government in office, then in the event of Mr.",positive_liberty,,,,
1938-12-02-bb49b1-095,1930,1938,1938-12-02,freedom,Lieut.-Commander Fletcher,,"And I was particularly struck by words used by Lord Willoughby de Eresby—again we have a namesake in the House to-day—who said:
 If greater freedom for the public was required, personally he would not be opposed to it.",ambiguous,,,,
1938-03-02-36e855-020,1930,1938,1938-03-02,freedom,Mr. Silverman,,""" 
The whole policy of this Government has been not to allow freedom of contract on any aspect of social affairs which involves questions of wide public importance.",negative_liberty,,,,
1939-07-24-60a055-064,1930,1939,1939-07-24,liberty,Mr. Stephen,,If you give them liberty and justice you will not have these outrages.,positive_liberty,,,,
1940-04-18-b6c6da-070,1940,1940,1940-04-18,freedom,Mr. Sorensen,,"Rightly or wrongly, she has come to the conclusion that she was not

consulted at the beginning of the war and yet was involved in it, and that whatever may be the lip service we pay to freedom in India, we do not intend to treat India as a sovereign nation able by her own volition to decide, as other Dominions do, her own course of action in the future.",positive_liberty,,,,
1941-01-30-3950b7-003,1940,1941,1941-01-30,liberty,The Under-Secretary of State for Scotland,,Occupiers and others are at liberty to preserve and sell mole skins.,other,,,,
1942-06-04-123e78-001,1940,1942,1942-06-04,liberty,Sir S. Cripps,,"Member so regards it, he is at liberty to put down an Amendment.",other,,,,
1943-06-22-f4ea9e-003,1940,1943,1943-06-22,liberty,Dr. Thomas,,"As one who is a lover of liberty, as my right hon.",ambiguous,,,,
1943-04-08-96ecec-037,1940,1943,1943-04-08,freedom,Mr. John Dugdale,,"] 
I am all for freedom of speech, and I do not say that I hold Mr.",negative_liberty,,,,
1943-03-11-ac879b-000,1940,1943,1943-03-11,liberty,Mr. Butler,,"In my answer of 14th February I drew attention to the fact that the local education authority was at liberty to seek a site for this purpose if so desired and there would be no difficulty in principle, and I hope that due publicity has been given to that.",other,,,,
1944-03-17-bef458-030,1940,1944,1944-03-17,freedom,Mr. Silkin,,"I think they ought to have freedom in the general policy and management of the hospitals, but I think they must be subject to a certain amount of public control, and I feel that the voluntary hospitals will have to face that fact.",ambiguous,,,,
1944-07-14-b787f1-001,1940,1944,1944-07-14,freedom,Commander Sir Archibald Southby,,Running through all of them has been an increasing insistence upon the importance of the individual freedom of the citizen.,negative_liberty,,,,
1944-10-13-2185af-008,1940,1944,1944-10-13,liberty,Mr. Law,,There is nothing against a man's liberty in the fact that two men in the same office have the same job at different rates of pay—I think the most one would say is that it is an indication of a not very well run office.,negative_liberty,,,,
1944-04-19-5208c9-082,1940,1944,1944-04-19,freedom,Mr. Salt,,"In asking for that, and showing my appreciation of the work done, I hope that the same freedom

will be given to private enterprise, so that they can also work on their own.",positive_liberty,,,,
1945-02-27-4fa8fd-053,1940,1945,1945-02-27,freedom,The Prime Minister,,"For more than a year past, and since the tide of war has turned so strongly against Germany, the Polish problem has been divided into two main issues—the frontiers of Poland and the freedom of Poland.",ambiguous,,,,
1945-11-20-08a6e7-016,1940,1945,1945-11-20,liberty,Sir W. Darling,,This Bill is not for liberty.,ambiguous,,,,
1945-12-20-e761f5-006,1940,1945,1945-12-20,liberty,Mr. Foot,,"I believe it would be perfectly proper on the part of the Government, in the interests of liberty, when they are disposing of this newsprint, to say that the newsprint increase of supplies shall go to provincial and weekly newspapers and that special consideration shall be given to those newspapers which can show that they are not tied up with any combine and to cases where a provincial newspaper is a genuine provincial newspaper, run by the people in that city.",negative_liberty,,,,
1945-12-12-33bf62-001,1940,1945,1945-12-12,liberty,Mr. Strachey,,"Broadly speaking, the rule as set out in the two relevant paragraphs of King's Regulations, 1072 and 1073, is that an airman or officer is at liberty to write letters to the Press so long as his letters do not concern the Service in any way.",other,,,,
1946-03-15-4ae13d-101,1940,1946,1946-03-15,freedom,Mrs. Nichol,,"The task which will exercise the Ministers who are to go to India shortly is that of obtaining the full cooperation of the Indians, which will in the end give her freedom and keep her friendship for this country in perpetuity.",positive_liberty,,,,
1946-05-06-599972-038,1940,1946,1946-05-06,freedom,Commander Galbraith,,"Gentleman, when he talked of freedom of management, whether, in fact, he had had time to read this Bill.",positive_liberty,,,,
1947-11-25-139c85-003,1940,1947,1947-11-25,freedom,Sir W. Smithers,,"The Socialists boast of freedom, but today Britain is one great concentration camp.",negative_liberty,,,,
1947-02-17-b90dfd-003,1940,1947,1947-02-17,freedom,Wing-Commander Robinson,,"I feel I would be rather out of Order if I followed on a good many of them, especially his dissertation on freedom.",other,,,,
1947-05-19-b4a7c5-004,1940,1947,1947-05-19,freedom,Major Tufton Beamish,,and whether he will seek an assurance from the Polish Government that it will show reciprocity in granting visas to British newspapermen and others with known strong anti-Communist views to visit Poland under conditions of equal freedom.,positive_liberty,,,,
1947-07-29-b1af70-035,1940,1947,1947-07-29,freedom,Mr. J. S. C. Reid,,I go on to ask him just how this freedom of choice is to work?,positive_liberty,,,,
1948-02-26-5d7188-008,1940,1948,1948-02-26,freedom,The Minister of State,,"I think we would all say that representative Governments agree, and must enunciate quite clearly, that there is no new freedom or no new truth.",ambiguous,,,,
1948-01-22-e441f3-014,1940,1948,1948-01-22,freedom,Mr. Lang,,"The thing to do is to come together on a fundamental belief in the liberty of the subject, in basic freedom and, as I think, in spiritual values.",negative_liberty,,,,
1949-03-23-d223b3-073,1940,1949,1949-03-23,freedom,Mr. R. A. Butler,,"This reference to political questions, to questions of human rights, and to questions of religious freedom leads me to consider for a few minutes questions of East-West trade, which is another reason why we raised this subject in debate this evening.",ambiguous,,,,
1949-01-20-21e1dd-006,1940,1949,1949-01-20,freedom,Major Bruce,,"If one wants to broadcast by long wave, and if there is to be a sufficient range and freedom from interference, great power is needed behind the transmission.",other,,,,
1950-09-14-1d6945-029,1950,1950,1950-09-14,freedom,Mr. Sorensen,,"They, I am quite certain, are also in their own way making their own contribution to the freedom and the peace of the world.",ambiguous,,,,
1950-11-28-a0403c-058,1950,1950,1950-11-28,liberty,Mr. Boyd-Carpenter,,"I should like to say a word on the subject of liberty, on which so much has been said this afternoon, so much, indeed, that one might almost parody a famous remark and observe: ""Liberty, liberty, what nonsense has been talked in thy name!",other,,,,
1950-03-07-1a3781-059,1950,1950,1950-03-07,freedom,Mr. Fenner Brockway,,"If I were asked to name what was the greatest deed which was carried through by the Labour Government during their first 4½ years of office I would say it was the recognition of the right of the peoples of India, Pakistan, Burma and Ceylon to their political freedom.",positive_liberty,,,,
1950-03-30-5c24a7-025,1950,1950,1950-03-30,freedom,Sir Herbert Williams,,"Why should a local authority have greater freedom than His Majesty's Government when proposing legislation, or than any private Member?",positive_liberty,,,,
1951-02-13-184eda-003,1950,1951,1951-02-13,liberty,Mr. M. MacMillan,,and gallant Member is not at liberty to misrepresent what I said.,other,,,,
1951-04-10-a478cc-014,1950,1951,1951-04-10,liberty,Sir R. Acland,,The Ecclesiastical Committee of this House referred back the Measure so that the bishops could be given rather greater liberty.,positive_liberty,,,,
1952-11-27-15e007-030,1950,1952,1952-11-27,freedom,Mr. Macmillan,,The principle of freedom and the principle of order have often come into conflict.,ambiguous,,,,
1952-11-18-6527c3-023,1950,1952,1952-11-18,freedom,Mr. Poole,,"Indeed, he never intended it, because Tory Party policy pamphlets for the 1950 and 1951 Elections both said that the present freedom of C licences would remain untouched.",negative_liberty,,,,
1953-04-21-7cb906-007,1950,1953,1953-04-21,freedom,Dr. Horace King,,We are inclined to take British freedom too much for granted.,ambiguous,,,,
1953-12-18-034409-011,1950,1953,1953-12-18,freedom,Mr. Frank McLeavy,,"I speak as a Methodist, conscious of the fight which Nonconformists have had to establish their right to freedom of religious thought and worship in the days long ago.",negative_liberty,,,,
1954-12-07-c9588a-014,1950,1954,1954-12-07,freedom,Mr. Nicholls,,I want now to refer to the general position of freedom.,ambiguous,,,,
1955-03-22-e72c29-035,1950,1955,1955-03-22,freedom,Mr. Gerald Nabarro,,"Friend the Chancellor believes, as I believe, that Conservative freedom works.",ambiguous,,,,
1956-12-19-7b1c18-039,1950,1956,1956-12-19,liberty,Miss Jennie Lee,,"Is not the fear now abroad, hunger—and there is plenty of material not only of men and women driven by hardship—but of men and women everywhere hungering for liberty, and it is contagious?",negative_liberty,,,,
1957-07-29-dbad65-016,1950,1957,1957-07-29,freedom,Mr. Blackburn,,""" ft would have been far more honest to do that instead of to pretend that the aim is to give more freedom.",ambiguous,,,,
1957-07-09-68da67-013,1950,1957,1957-07-09,freedom,Mr. Emrys Hughes,,"If we are in favour of freedom, then they are all entitled to bolt.",negative_liberty,,,,
1957-05-17-ff72fb-000,1950,1957,1957-05-17,liberty,Mr. Kershaw,,"I take the liberty of assuming that the House will agree with the first part of my Motion, that relating to the liberty of the Press.",other,,,,
1957-06-07-49c204-002,1950,1957,1957-06-07,liberty,Mr. Lipton,,I am now at liberty to name him as Mr.,other,,,,
1957-07-11-ca9168-003,1950,1957,1957-07-11,liberty,Mr. Butler,,"and learned Member wishes to put any point before me, he is at liberty to do so at any time of the year, whether the House is sitting or not.",other,,,,
1957-07-30-be53be-001,1950,1957,1957-07-30,freedom,Mr. Barter,,I think it would be fair to say that the sort of freedom desired would be in the acceptance of certain tenders.,positive_liberty,,,,
